code,pref,name,mui,junmui,muiPop
13401,東京都,八丈町（八丈支庁）,,,
13402,東京都,青ヶ島村（八丈支庁）,,,
13421,東京都,小笠原村（小笠原支庁）,,,
14100,神奈川県,横浜市,,,
14130,神奈川県,川崎市,,,
14150,神奈川県,相模原市,,,
14201,神奈川県,横須賀市,,,
14203,神奈川県,平塚市,,,
14204,神奈川県,鎌倉市,,,
14205,神奈川県,藤沢市,,,
14206,神奈川県,小田原市,,,
14207,神奈川県,茅ヶ崎市,,,
14208,神奈川県,逗子市,,,
14210,神奈川県,三浦市,,,
14211,神奈川県,秦野市,,,
14212,神奈川県,厚木市,,,
14213,神奈川県,大和市,,,
14214,神奈川県,伊勢原市,,,
14215,神奈川県,海老名市,,,
14216,神奈川県,座間市,,,
14217,神奈川県,南足柄市,,,
14218,神奈川県,綾瀬市,,,
14301,神奈川県,葉山町（三浦郡）,,,
14321,神奈川県,寒川町（高座郡）,,,
14341,神奈川県,大磯町（中郡）,,,
14342,神奈川県,二宮町（中郡）,,,
14361,神奈川県,中井町（足柄上郡）,,,
14362,神奈川県,大井町（足柄上郡）,,,
14363,神奈川県,松田町（足柄上郡）,,,
14364,神奈川県,山北町（足柄上郡）,,,
14366,神奈川県,開成町（足柄上郡）,,,
14382,神奈川県,箱根町（足柄下郡）,,,
14383,神奈川県,真鶴町（足柄下郡）,,,
14384,神奈川県,湯河原町（足柄下郡）,,,
14401,神奈川県,愛川町（愛甲郡）,,,
14402,神奈川県,清川村（愛甲郡）,,,
15100,新潟県,新潟市,,,
15202,新潟県,長岡市,,,
15204,新潟県,三条市,,,
15205,新潟県,柏崎市,,,
15206,新潟県,新発田市,,,
15208,新潟県,小千谷市,,,
15209,新潟県,加茂市,,,
15210,新潟県,十日町市,,,
15211,新潟県,見附市,,,
15212,新潟県,村上市,,,
15213,新潟県,燕市,,,
15216,新潟県,糸魚川市,,,
15217,新潟県,妙高市,,,
15218,新潟県,五泉市,,,
15222,新潟県,上越市,,,
15223,新潟県,阿賀野市,,,
15224,新潟県,佐渡市,,,
15225,新潟県,魚沼市,,,
15226,新潟県,南魚沼市,,,
15227,新潟県,胎内市,,,
15307,新潟県,聖籠町（北蒲原郡）,,,
15342,新潟県,弥彦村（西蒲原郡）,,,
15361,新潟県,田上町（南蒲原郡）,,,
15385,新潟県,阿賀町（東蒲原郡）,,,
15405,新潟県,出雲崎町（三島郡）,,,
15461,新潟県,湯沢町（南魚沼郡）,,,
15482,新潟県,津南町（中魚沼郡）,,,
15504,新潟県,刈羽村（刈羽郡）,,,
15581,新潟県,関川村（岩船郡）,,,
15586,新潟県,粟島浦村（岩船郡）,,,
16201,富山県,富山市,,,
16202,富山県,高岡市,,,
16204,富山県,魚津市,,,
16205,富山県,氷見市,,,
16206,富山県,滑川市,,,
16207,富山県,黒部市,,,
16208,富山県,砺波市,,,
16209,富山県,小矢部市,,,
16210,富山県,南砺市,,,
16211,富山県,射水市,,,
16321,富山県,舟橋村（中新川郡）,,,
16322,富山県,上市町（中新川郡）,,,
16323,富山県,立山町（中新川郡）,,,
16342,富山県,入善町（下新川郡）,,,
16343,富山県,朝日町（下新川郡）,,,
17201,石川県,金沢市,,,
17202,石川県,七尾市,,,
17203,石川県,小松市,,,
17204,石川県,輪島市,,,
17205,石川県,珠洲市,,,
17206,石川県,加賀市,,,
17207,石川県,羽咋市,,,
17209,石川県,かほく市,,,
17210,石川県,白山市,,,
17211,石川県,能美市,,,
17212,石川県,野々市市,,,
17324,石川県,川北町（能美郡）,,,
17361,石川県,津幡町（河北郡）,,,
17365,石川県,内灘町（河北郡）,,,
17384,石川県,志賀町（羽咋郡）,,,
17386,石川県,宝達志水町（羽咋郡）,,,
17407,石川県,中能登町（鹿島郡）,,,
17461,石川県,穴水町（鳳珠郡）,,,
17463,石川県,能登町（鳳珠郡）,,,
18201,福井県,福井市,,,
18202,福井県,敦賀市,,,
18204,福井県,小浜市,,,
18205,福井県,大野市,,,
18206,福井県,勝山市,,,
18207,福井県,鯖江市,,,
18208,福井県,あわら市,,,
18209,福井県,越前市,,,
18210,福井県,坂井市,,,
18322,福井県,永平寺町（吉田郡）,,,
18382,福井県,池田町（今立郡）,,,
18404,福井県,南越前町（南条郡）,,,
18423,福井県,越前町（丹生郡）,,,
18442,福井県,美浜町（三方郡）,,,
18481,福井県,高浜町（大飯郡）,,,
18483,福井県,おおい町（大飯郡）,,,
18501,福井県,若狭町（三方上中郡）,,,
19201,山梨県,甲府市,,,
19202,山梨県,富士吉田市,,,
19204,山梨県,都留市,,,
19205,山梨県,山梨市,,,
19206,山梨県,大月市,,,
19207,山梨県,韮崎市,,,
19208,山梨県,南アルプス市,,,
19209,山梨県,北杜市,,,
19210,山梨県,甲斐市,,,
19211,山梨県,笛吹市,,,
19212,山梨県,上野原市,,,
19213,山梨県,甲州市,,,
19214,山梨県,中央市,,,
19346,山梨県,市川三郷町（西八代郡）,,,
19364,山梨県,早川町（南巨摩郡）,,,
19365,山梨県,身延町（南巨摩郡）,,,
19366,山梨県,南部町（南巨摩郡）,,,
19368,山梨県,富士川町（南巨摩郡）,,,
19384,山梨県,昭和町（中巨摩郡）,,,
19422,山梨県,道志村（南都留郡）,,,
19423,山梨県,西桂町（南都留郡）,,,
19424,山梨県,忍野村（南都留郡）,,,
19425,山梨県,山中湖村（南都留郡）,,,
19429,山梨県,鳴沢村（南都留郡）,,,
19430,山梨県,富士河口湖町（南都留郡）,,,
19442,山梨県,小菅村（北都留郡）,,,
19443,山梨県,丹波山村（北都留郡）,,,
20201,長野県,長野市,,,
20202,長野県,松本市,,,
20203,長野県,上田市,,,
20204,長野県,岡谷市,,,
20205,長野県,飯田市,,,
20206,長野県,諏訪市,,,
20207,長野県,須坂市,,,
20208,長野県,小諸市,,,
20209,長野県,伊那市,,,
20210,長野県,駒ヶ根市,,,
20211,長野県,中野市,,,
20212,長野県,大町市,,,
20213,長野県,飯山市,,,
20214,長野県,茅野市,,,
20215,長野県,塩尻市,,,
20217,長野県,佐久市,,,
20218,長野県,千曲市,,,
20219,長野県,東御市,,,
20220,長野県,安曇野市,,,
20303,長野県,小海町（南佐久郡）,,,
20304,長野県,川上村（南佐久郡）,,,
20305,長野県,南牧村（南佐久郡）,,,
20306,長野県,南相木村（南佐久郡）,,,
20307,長野県,北相木村（南佐久郡）,,,
20309,長野県,佐久穂町（南佐久郡）,,,
20321,長野県,軽井沢町（北佐久郡）,,,
20323,長野県,御代田町（北佐久郡）,,,
20324,長野県,立科町（北佐久郡）,,,
20349,長野県,青木村（小県郡）,,,
20350,長野県,長和町（小県郡）,,,
20361,長野県,下諏訪町（諏訪郡）,,,
20362,長野県,富士見町（諏訪郡）,,,
20363,長野県,原村（諏訪郡）,,,
20382,長野県,辰野町（上伊那郡）,,,
20383,長野県,箕輪町（上伊那郡）,,,
20384,長野県,飯島町（上伊那郡）,,,
20385,長野県,南箕輪村（上伊那郡）,,,
20386,長野県,中川村（上伊那郡）,,,
20388,長野県,宮田村（上伊那郡）,,,
20402,長野県,松川町（下伊那郡）,,,
20403,長野県,高森町（下伊那郡）,,,
20404,長野県,阿南町（下伊那郡）,,,
20407,長野県,阿智村（下伊那郡）,,,
20409,長野県,平谷村（下伊那郡）,,,
20410,長野県,根羽村（下伊那郡）,,,
20411,長野県,下條村（下伊那郡）,,,
20412,長野県,売木村（下伊那郡）,,,
20413,長野県,天龍村（下伊那郡）,,,
20414,長野県,泰阜村（下伊那郡）,,,
20415,長野県,喬木村（下伊那郡）,,,
20416,長野県,豊丘村（下伊那郡）,,,
20417,長野県,大鹿村（下伊那郡）,,,
20422,長野県,上松町（木曽郡）,,,
20423,長野県,南木曽町（木曽郡）,,,
20425,長野県,木祖村（木曽郡）,,,
20429,長野県,王滝村（木曽郡）,,,
20430,長野県,大桑村（木曽郡）,,,
20432,長野県,木曽町（木曽郡）,,,
20446,長野県,麻績村（東筑摩郡）,,,
20448,長野県,生坂村（東筑摩郡）,,,
20450,長野県,山形村（東筑摩郡）,,,
20451,長野県,朝日村（東筑摩郡）,,,
20452,長野県,筑北村（東筑摩郡）,,,
20481,長野県,池田町（北安曇郡）,,,
20482,長野県,松川村（北安曇郡）,,,
20485,長野県,白馬村（北安曇郡）,,,
20486,長野県,小谷村（北安曇郡）,,,
20521,長野県,坂城町（埴科郡）,,,
20541,長野県,小布施町（上高井郡）,,,
20543,長野県,高山村（上高井郡）,,,
20561,長野県,山ノ内町（下高井郡）,,,
20562,長野県,木島平村（下高井郡）,,,
20563,長野県,野沢温泉村（下高井郡）,,,
20583,長野県,信濃町（上水内郡）,,,
20588,長野県,小川村（上水内郡）,,,
20590,長野県,飯綱町（上水内郡）,,,
20602,長野県,栄村（下水内郡）,,,
21201,岐阜県,岐阜市,,,
21202,岐阜県,大垣市,,,
21203,岐阜県,高山市,,,
21204,岐阜県,多治見市,,,
21205,岐阜県,関市,,,
21206,岐阜県,中津川市,,,
21207,岐阜県,美濃市,,,
21208,岐阜県,瑞浪市,,,
21209,岐阜県,羽島市,,,
21210,岐阜県,恵那市,,,
21211,岐阜県,美濃加茂市,,,
21212,岐阜県,土岐市,,,
21213,岐阜県,各務原市,,,
21214,岐阜県,可児市,,,
21215,岐阜県,山県市,,,
21216,岐阜県,瑞穂市,,,
21217,岐阜県,飛騨市,,,
21218,岐阜県,本巣市,,,
21219,岐阜県,郡上市,,,
21220,岐阜県,下呂市,,,
21221,岐阜県,海津市,,,
21302,岐阜県,岐南町（羽島郡）,,,
21303,岐阜県,笠松町（羽島郡）,,,
21341,岐阜県,養老町（養老郡）,,,
21361,岐阜県,垂井町（不破郡）,,,
21362,岐阜県,関ケ原町（不破郡）,,,
21381,岐阜県,神戸町（安八郡）,,,
21382,岐阜県,輪之内町（安八郡）,,,
21383,岐阜県,安八町（安八郡）,,,
21401,岐阜県,揖斐川町（揖斐郡）,,,
21403,岐阜県,大野町（揖斐郡）,,,
21404,岐阜県,池田町（揖斐郡）,,,
21421,岐阜県,北方町（本巣郡）,,,
21501,岐阜県,坂祝町（加茂郡）,,,
21502,岐阜県,富加町（加茂郡）,,,
21503,岐阜県,川辺町（加茂郡）,,,
21504,岐阜県,七宗町（加茂郡）,,,
21505,岐阜県,八百津町（加茂郡）,,,
21506,岐阜県,白川町（加茂郡）,,,
21507,岐阜県,東白川村（加茂郡）,,,
21521,岐阜県,御嵩町（可児郡）,,,
21604,岐阜県,白川村（大野郡）,,,
22100,静岡県,静岡市,,,
22130,静岡県,浜松市,,,
22203,静岡県,沼津市,,,
22205,静岡県,熱海市,,,
22206,静岡県,三島市,,,
22207,静岡県,富士宮市,,,
22208,静岡県,伊東市,,,
22209,静岡県,島田市,,,
22210,静岡県,富士市,,,
22211,静岡県,磐田市,,,
22212,静岡県,焼津市,,,
22213,静岡県,掛川市,,,
22214,静岡県,藤枝市,,,
22215,静岡県,御殿場市,,,
22216,静岡県,袋井市,,,
22219,静岡県,下田市,,,
22220,静岡県,裾野市,,,
22221,静岡県,湖西市,,,
22222,静岡県,伊豆市,,,
22223,静岡県,御前崎市,,,
22224,静岡県,菊川市,,,
22225,静岡県,伊豆の国市,,,
22226,静岡県,牧之原市,,,
22301,静岡県,東伊豆町（賀茂郡）,,,
22302,静岡県,河津町（賀茂郡）,,,
22304,静岡県,南伊豆町（賀茂郡）,,,
22305,静岡県,松崎町（賀茂郡）,,,
22306,静岡県,西伊豆町（賀茂郡）,,,
22325,静岡県,函南町（田方郡）,,,
22341,静岡県,清水町（駿東郡）,,,
22342,静岡県,長泉町（駿東郡）,,,
22344,静岡県,小山町（駿東郡）,,,
22424,静岡県,吉田町（榛原郡）,,,
22429,静岡県,川根本町（榛原郡）,,,
22461,静岡県,森町（周智郡）,,,
23100,愛知県,名古屋市,,,
23201,愛知県,豊橋市,,,
23202,愛知県,岡崎市,,,
23203,愛知県,一宮市,,,
23204,愛知県,瀬戸市,,,
23205,愛知県,半田市,,,
23206,愛知県,春日井市,,,
23207,愛知県,豊川市,,,
23208,愛知県,津島市,,,
23209,愛知県,碧南市,,,
23210,愛知県,刈谷市,,,
23211,愛知県,豊田市,,,
23212,愛知県,安城市,,,
23213,愛知県,西尾市,,,
23214,愛知県,蒲郡市,,,
23215,愛知県,犬山市,,,
23216,愛知県,常滑市,,,
23217,愛知県,江南市,,,
23219,愛知県,小牧市,,,
23220,愛知県,稲沢市,,,
23221,愛知県,新城市,,,
23222,愛知県,東海市,,,
23223,愛知県,大府市,,,
23224,愛知県,知多市,,,
23225,愛知県,知立市,,,
23226,愛知県,尾張旭市,,,
23227,愛知県,高浜市,,,
23228,愛知県,岩倉市,,,
23229,愛知県,豊明市,,,
23230,愛知県,日進市,,,
23231,愛知県,田原市,,,
23232,愛知県,愛西市,,,
23233,愛知県,清須市,,,
23234,愛知県,北名古屋市,,,
23235,愛知県,弥富市,,,
23236,愛知県,みよし市,,,
23237,愛知県,あま市,,,
23238,愛知県,長久手市,,,
23302,愛知県,東郷町（愛知郡）,,,
23342,愛知県,豊山町（西春日井郡）,,,
23361,愛知県,大口町（丹羽郡）,,,
23362,愛知県,扶桑町（丹羽郡）,,,
23424,愛知県,大治町（海部郡）,,,
23425,愛知県,蟹江町（海部郡）,,,
23427,愛知県,飛島村（海部郡）,,,
23441,愛知県,阿久比町（知多郡）,,,
23442,愛知県,東浦町（知多郡）,,,
23445,愛知県,南知多町（知多郡）,,,
23446,愛知県,美浜町（知多郡）,,,
23447,愛知県,武豊町（知多郡）,,,
23501,愛知県,幸田町（額田郡）,,,
23561,愛知県,設楽町（北設楽郡）,,,
23562,愛知県,東栄町（北設楽郡）,,,
23563,愛知県,豊根村（北設楽郡）,,,
24201,三重県,津市,,,
24202,三重県,四日市市,,,
24203,三重県,伊勢市,,,
24204,三重県,松阪市,,,
24205,三重県,桑名市,,,
24207,三重県,鈴鹿市,,,
24208,三重県,名張市,,,
24209,三重県,尾鷲市,,,
24210,三重県,亀山市,,,
24211,三重県,鳥羽市,,,
24212,三重県,熊野市,,,
24214,三重県,いなべ市,,,
24215,三重県,志摩市,,,
24216,三重県,伊賀市,,,
24303,三重県,木曽岬町（桑名郡）,,,
24324,三重県,東員町（員弁郡）,,,
24341,三重県,菰野町（三重郡）,,,
24343,三重県,朝日町（三重郡）,,,
24344,三重県,川越町（三重郡）,,,
24441,三重県,多気町（多気郡）,,,
24442,三重県,明和町（多気郡）,,,
24443,三重県,大台町（多気郡）,,,
24461,三重県,玉城町（度会郡）,,,
24470,三重県,度会町（度会郡）,,,
24471,三重県,大紀町（度会郡）,,,
24472,三重県,南伊勢町（度会郡）,,,
24543,三重県,紀北町（北牟婁郡）,,,
24561,三重県,御浜町（南牟婁郡）,,,
24562,三重県,紀宝町（南牟婁郡）,,,
25201,滋賀県,大津市,,,
25202,滋賀県,彦根市,,,
25203,滋賀県,長浜市,,,
25204,滋賀県,近江八幡市,,,
25206,滋賀県,草津市,,,
25207,滋賀県,守山市,,,
25208,滋賀県,栗東市,,,
25209,滋賀県,甲賀市,,,
25210,滋賀県,野洲市,,,
25211,滋賀県,湖南市,,,
25212,滋賀県,高島市,,,
25213,滋賀県,東近江市,,,
25214,滋賀県,米原市,,,
25383,滋賀県,日野町（蒲生郡）,,,
25384,滋賀県,竜王町（蒲生郡）,,,
25425,滋賀県,愛荘町（愛知郡）,,,
25441,滋賀県,豊郷町（犬上郡）,,,
25442,滋賀県,甲良町（犬上郡）,,,
25443,滋賀県,多賀町（犬上郡）,,,
26100,京都府,京都市,,,
26201,京都府,福知山市,,,
26202,京都府,舞鶴市,,,
26203,京都府,綾部市,,,
26204,京都府,宇治市,,,
26205,京都府,宮津市,,,
26206,京都府,亀岡市,,,
26207,京都府,城陽市,,,
26208,京都府,向日市,,,
26209,京都府,長岡京市,,,
26210,京都府,八幡市,,,
26211,京都府,京田辺市,,,
26212,京都府,京丹後市,,,
26213,京都府,南丹市,,,
26214,京都府,木津川市,,,
26303,京都府,大山崎町（乙訓郡）,,,
26322,京都府,久御山町（久世郡）,,,
26343,京都府,井手町（綴喜郡）,,,
26344,京都府,宇治田原町（綴喜郡）,,,
26364,京都府,笠置町（相楽郡）,,,
26365,京都府,和束町（相楽郡）,,,
26366,京都府,精華町（相楽郡）,,,
26367,京都府,南山城村（相楽郡）,,,
26407,京都府,京丹波町（船井郡）,,,
26463,京都府,伊根町（与謝郡）,,,
26465,京都府,与謝野町（与謝郡）,,,
27100,大阪府,大阪市,,,
27140,大阪府,堺市,,,
27202,大阪府,岸和田市,,,
27203,大阪府,豊中市,,,
27204,大阪府,池田市,,,
27205,大阪府,吹田市,,,
27206,大阪府,泉大津市,,,
27207,大阪府,高槻市,,,
27208,大阪府,貝塚市,,,
27209,大阪府,守口市,,,
27210,大阪府,枚方市,,,
27211,大阪府,茨木市,,,
27212,大阪府,八尾市,,,
27213,大阪府,泉佐野市,,,
27214,大阪府,富田林市,,,
27215,大阪府,寝屋川市,,,
27216,大阪府,河内長野市,,,
27217,大阪府,松原市,,,
27218,大阪府,大東市,,,
27219,大阪府,和泉市,,,
27220,大阪府,箕面市,,,
27221,大阪府,柏原市,,,
27222,大阪府,羽曳野市,,,
27223,大阪府,門真市,,,
27224,大阪府,摂津市,,,
27225,大阪府,高石市,,,
27226,大阪府,藤井寺市,,,
27227,大阪府,東大阪市,,,
27228,大阪府,泉南市,,,
27229,大阪府,四條畷市,,,
27230,大阪府,交野市,,,
27231,大阪府,大阪狭山市,,,
27232,大阪府,阪南市,,,
27301,大阪府,島本町（三島郡）,,,
27321,大阪府,豊能町（豊能郡）,,,
27322,大阪府,能勢町（豊能郡）,,,
27341,大阪府,忠岡町（泉北郡）,,,
27361,大阪府,熊取町（泉南郡）,,,
27362,大阪府,田尻町（泉南郡）,,,
27366,大阪府,岬町（泉南郡）,,,
27381,大阪府,太子町（南河内郡）,,,
27382,大阪府,河南町（南河内郡）,,,
27383,大阪府,千早赤阪村（南河内郡）,,,
28100,兵庫県,神戸市,,,
28201,兵庫県,姫路市,,,
28202,兵庫県,尼崎市,,,
28203,兵庫県,明石市,,,
28204,兵庫県,西宮市,,,
28205,兵庫県,洲本市,,,
28206,兵庫県,芦屋市,,,
28207,兵庫県,伊丹市,,,
28208,兵庫県,相生市,,,
28209,兵庫県,豊岡市,,,
28210,兵庫県,加古川市,,,
28212,兵庫県,赤穂市,,,
28213,兵庫県,西脇市,,,
28214,兵庫県,宝塚市,,,
28215,兵庫県,三木市,,,
28216,兵庫県,高砂市,,,
28217,兵庫県,川西市,,,
28218,兵庫県,小野市,,,
28219,兵庫県,三田市,,,
28220,兵庫県,加西市,,,
28221,兵庫県,丹波篠山市,,,
28222,兵庫県,養父市,,,
28223,兵庫県,丹波市,,,
28224,兵庫県,南あわじ市,,,
28225,兵庫県,朝来市,,,
28226,兵庫県,淡路市,,,
28227,兵庫県,宍粟市,,,
28228,兵庫県,加東市,,,
28229,兵庫県,たつの市,,,
28301,兵庫県,猪名川町（川辺郡）,,,
28365,兵庫県,多可町（多可郡）,,,
28381,兵庫県,稲美町（加古郡）,,,
28382,兵庫県,播磨町（加古郡）,,,
28442,兵庫県,市川町（神崎郡）,,,
28443,兵庫県,福崎町（神崎郡）,,,
28446,兵庫県,神河町（神崎郡）,,,
28464,兵庫県,太子町（揖保郡）,,,
28481,兵庫県,上郡町（赤穂郡）,,,
28501,兵庫県,佐用町（佐用郡）,,,
28585,兵庫県,香美町（美方郡）,,,
28586,兵庫県,新温泉町（美方郡）,,,
29201,奈良県,奈良市,,,
29202,奈良県,大和高田市,,,
29203,奈良県,大和郡山市,,,
29204,奈良県,天理市,,,
29205,奈良県,橿原市,,,
29206,奈良県,桜井市,,,
29207,奈良県,五條市,,,
29208,奈良県,御所市,,,
29209,奈良県,生駒市,,,
29210,奈良県,香芝市,,,
29211,奈良県,葛城市,,,
29212,奈良県,宇陀市,,,
29322,奈良県,山添村（山辺郡）,,,
29342,奈良県,平群町（生駒郡）,,,
29343,奈良県,三郷町（生駒郡）,,,
29344,奈良県,斑鳩町（生駒郡）,,,
29345,奈良県,安堵町（生駒郡）,,,
29361,奈良県,川西町（磯城郡）,,,
29362,奈良県,三宅町（磯城郡）,,,
29363,奈良県,田原本町（磯城郡）,,,
29385,奈良県,曽爾村（宇陀郡）,,,
29386,奈良県,御杖村（宇陀郡）,,,
29401,奈良県,高取町（高市郡）,,,
29402,奈良県,明日香村（高市郡）,,,
29424,奈良県,上牧町（北葛城郡）,,,
29425,奈良県,王寺町（北葛城郡）,,,
29426,奈良県,広陵町（北葛城郡）,,,
29427,奈良県,河合町（北葛城郡）,,,
29441,奈良県,吉野町（吉野郡）,,,
29442,奈良県,大淀町（吉野郡）,,,
29443,奈良県,下市町（吉野郡）,,,
29444,奈良県,黒滝村（吉野郡）,,,
29446,奈良県,天川村（吉野郡）,,,
29447,奈良県,野迫川村（吉野郡）,,,
29449,奈良県,十津川村（吉野郡）,,,
29450,奈良県,下北山村（吉野郡）,,,
29451,奈良県,上北山村（吉野郡）,,,
29452,奈良県,川上村（吉野郡）,,,
29453,奈良県,東吉野村（吉野郡）,,,
30201,和歌山県,和歌山市,,,
30202,和歌山県,海南市,,,
30203,和歌山県,橋本市,,,
30204,和歌山県,有田市,,,
30205,和歌山県,御坊市,,,
30206,和歌山県,田辺市,,,
30207,和歌山県,新宮市,,,
30208,和歌山県,紀の川市,,,
30209,和歌山県,岩出市,,,
30304,和歌山県,紀美野町（海草郡）,,,
30341,和歌山県,かつらぎ町（伊都郡）,,,
30343,和歌山県,九度山町（伊都郡）,,,
30344,和歌山県,高野町（伊都郡）,,,
30361,和歌山県,湯浅町（有田郡）,,,
30362,和歌山県,広川町（有田郡）,,,
30366,和歌山県,有田川町（有田郡）,,,
30381,和歌山県,美浜町（日高郡）,,,
30382,和歌山県,日高町（日高郡）,,,
30383,和歌山県,由良町（日高郡）,,,
30390,和歌山県,印南町（日高郡）,,,
30391,和歌山県,みなべ町（日高郡）,,,
30392,和歌山県,日高川町（日高郡）,,,
30401,和歌山県,白浜町（西牟婁郡）,,,
30404,和歌山県,上富田町（西牟婁郡）,,,
30406,和歌山県,すさみ町（西牟婁郡）,,,
30421,和歌山県,那智勝浦町（東牟婁郡）,,,
30422,和歌山県,太地町（東牟婁郡）,,,
30424,和歌山県,古座川町（東牟婁郡）,,,
30427,和歌山県,北山村（東牟婁郡）,,,
30428,和歌山県,串本町（東牟婁郡）,,,
31201,鳥取県,鳥取市,,,
31202,鳥取県,米子市,,,
31203,鳥取県,倉吉市,,,
31204,鳥取県,境港市,,,
31302,鳥取県,岩美町（岩美郡）,,,
31325,鳥取県,若桜町（八頭郡）,,,
31328,鳥取県,智頭町（八頭郡）,,,
31329,鳥取県,八頭町（八頭郡）,,,
31364,鳥取県,三朝町（東伯郡）,,,
31370,鳥取県,湯梨浜町（東伯郡）,,,
31371,鳥取県,琴浦町（東伯郡）,,,
31372,鳥取県,北栄町（東伯郡）,,,
31384,鳥取県,日吉津村（西伯郡）,,,
31386,鳥取県,大山町（西伯郡）,,,
31389,鳥取県,南部町（西伯郡）,,,
31390,鳥取県,伯耆町（西伯郡）,,,
31401,鳥取県,日南町（日野郡）,,,
31402,鳥取県,日野町（日野郡）,,,
31403,鳥取県,江府町（日野郡）,,,
32201,島根県,松江市,,,
32202,島根県,浜田市,,,
32203,島根県,出雲市,,,
32204,島根県,益田市,,,
32205,島根県,大田市,,,
32206,島根県,安来市,,,
32207,島根県,江津市,,,
32209,島根県,雲南市,,,
32343,島根県,奥出雲町（仁多郡）,,,
32386,島根県,飯南町（飯石郡）,,,
32441,島根県,川本町（邑智郡）,,,
32448,島根県,美郷町（邑智郡）,,,
32449,島根県,邑南町（邑智郡）,,,
32501,島根県,津和野町（鹿足郡）,,,
32505,島根県,吉賀町（鹿足郡）,,,
32525,島根県,海士町（隠岐郡）,,,
32526,島根県,西ノ島町（隠岐郡）,,,
32527,島根県,知夫村（隠岐郡）,,,
32528,島根県,隠岐の島町（隠岐郡）,,,
33100,岡山県,岡山市,,,
33202,岡山県,倉敷市,,,
33203,岡山県,津山市,,,
33204,岡山県,玉野市,,,
33205,岡山県,笠岡市,,,
33207,岡山県,井原市,,,
33208,岡山県,総社市,,,
33209,岡山県,高梁市,,,
33210,岡山県,新見市,,,
33211,岡山県,備前市,,,
33212,岡山県,瀬戸内市,,,
33213,岡山県,赤磐市,,,
33214,岡山県,真庭市,,,
33215,岡山県,美作市,,,
33216,岡山県,浅口市,,,
33346,岡山県,和気町（和気郡）,,,
33423,岡山県,早島町（都窪郡）,,,
33445,岡山県,里庄町（浅口郡）,,,
33461,岡山県,矢掛町（小田郡）,,,
33586,岡山県,新庄村（真庭郡）,,,
33606,岡山県,鏡野町（苫田郡）,,,
33622,岡山県,勝央町（勝田郡）,,,
33623,岡山県,奈義町（勝田郡）,,,
33643,岡山県,西粟倉村（英田郡）,,,
33663,岡山県,久米南町（久米郡）,,,
33666,岡山県,美咲町（久米郡）,,,
33681,岡山県,吉備中央町（加賀郡）,,,
34100,広島県,広島市,,,
34202,広島県,呉市,,,
34203,広島県,竹原市,,,
34204,広島県,三原市,,,
34205,広島県,尾道市,,,
34207,広島県,福山市,,,
34208,広島県,府中市,,,
34209,広島県,三次市,,,
34210,広島県,庄原市,,,
34211,広島県,大竹市,,,
34212,広島県,東広島市,,,
34213,広島県,廿日市市,,,
34214,広島県,安芸高田市,,,
34215,広島県,江田島市,,,
34302,広島県,府中町（安芸郡）,,,
34304,広島県,海田町（安芸郡）,,,
34307,広島県,熊野町（安芸郡）,,,
34309,広島県,坂町（安芸郡）,,,
34368,広島県,安芸太田町（山県郡）,,,
34369,広島県,北広島町（山県郡）,,,
34431,広島県,大崎上島町（豊田郡）,,,
34462,広島県,世羅町（世羅郡）,,,
34545,広島県,神石高原町（神石郡）,,,
35201,山口県,下関市,,,
35202,山口県,宇部市,,,
35203,山口県,山口市,,,
35204,山口県,萩市,,,
35206,山口県,防府市,,,
35207,山口県,下松市,,,
35208,山口県,岩国市,,,
35210,山口県,光市,,,
35211,山口県,長門市,,,
35212,山口県,柳井市,,,
35213,山口県,美祢市,,,
35215,山口県,周南市,,,
35216,山口県,山陽小野田市,,,
35305,山口県,周防大島町（大島郡）,,,
35321,山口県,和木町（玖珂郡）,,,
35341,山口県,上関町（熊毛郡）,,,
35343,山口県,田布施町（熊毛郡）,,,
35344,山口県,平生町（熊毛郡）,,,
35502,山口県,阿武町（阿武郡）,,,
36201,徳島県,徳島市,,,
36202,徳島県,鳴門市,,,
36203,徳島県,小松島市,,,
36204,徳島県,阿南市,,,
36205,徳島県,吉野川市,,,
36206,徳島県,阿波市,,,
36207,徳島県,美馬市,,,
36208,徳島県,三好市,,,
36301,徳島県,勝浦町（勝浦郡）,,,
36302,徳島県,上勝町（勝浦郡）,,,
36321,徳島県,佐那河内村（名東郡）,,,
36341,徳島県,石井町（名西郡）,,,
36342,徳島県,神山町（名西郡）,,,
36368,徳島県,那賀町（那賀郡）,,,
36383,徳島県,牟岐町（海部郡）,,,
36387,徳島県,美波町（海部郡）,,,
36388,徳島県,海陽町（海部郡）,,,
36401,徳島県,松茂町（板野郡）,,,
36402,徳島県,北島町（板野郡）,,,
36403,徳島県,藍住町（板野郡）,,,
36404,徳島県,板野町（板野郡）,,,
36405,徳島県,上板町（板野郡）,,,
36468,徳島県,つるぎ町（美馬郡）,,,
36489,徳島県,東みよし町（三好郡）,,,
37201,香川県,高松市,,,
37202,香川県,丸亀市,,,
37203,香川県,坂出市,,,
37204,香川県,善通寺市,,,
37205,香川県,観音寺市,,,
37206,香川県,さぬき市,,,
37207,香川県,東かがわ市,,,
37208,香川県,三豊市,,,
37322,香川県,土庄町（小豆郡）,,,
37324,香川県,小豆島町（小豆郡）,,,
